sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,c_length_of_stay,custody_length_of_stay,two_year_recid
1,2,2,0,0,0,0,1,0.004478656403079,0,0,1.22,1.0,0
0,2,3,0,0,0,0,1,0.1577326801959412,1,0,0.83,1.0,1
1,2,0,0,0,0,2,0,0.0134359692092372,1,0,6.07,1.0,1
1,0,3,0,0,0,1,1,0.1577326801959412,0,0,7.94,8.0,0
1,0,0,0,0,0,5,1,0.0067179846046186,1,0,19.37,55.0,1
0,2,3,0,0,0,2,0,0.0660601819454163,1,1,0.97,1.0,1
1,0,0,0,0,1,10,0,0.0023792862141357,1,0,23.09,17.0,1
1,1,0,0,0,0,4,1,0.1577326801959412,1,1,78.87,191.0,1
1,2,2,0,0,0,2,1,0.1577326801959412,1,1,13.86,37.0,1
1,0,2,0,0,0,2,0,0.0100769769069279,0,0,4.28,43.0,0
1,0,0,0,0,0,0,1,0.1577326801959412,1,1,0.97,1.0,1
0,2,0,0,0,0,0,0,0.0594821553533939,0,0,1.2,1.0,0
1,1,3,0,0,0,0,1,0.1577326801959412,0,0,1.28,8.0,0
1,1,0,0,0,0,6,1,0.1577326801959412,1,0,1.71,1.0,1
1,0,0,0,0,0,0,0,0.0001399580125962,0,0,2.09,3.0,0
0,2,0,0,0,0,6,1,0.0058782365290412,0,0,17.78,18.0,0
1,0,0,0,0,0,1,1,0.158852344296711,0,0,9.17,9.0,0
1,0,2,0,0,0,8,0,0.009517144856543,1,0,0.9,4.0,1
1,2,0,0,0,0,1,1,0.1577326801959412,1,1,0.98,0.0,1
1,0,3,0,0,0,0,0,0.0054583624912526,0,0,0.85,1.0,0
1,0,0,0,1,0,5,1,0.1577326801959412,1,0,1.28,2.0,1
1,0,0,0,0,0,4,1,0.1577326801959412,1,0,1.15,1.0,1
0,0,0,0,0,0,3,0,0.0009797060881735,0,0,26.1,26.0,0
1,2,0,0,0,0,2,0,0.158852344296711,1,1,6.18,6.0,1
1,0,2,1,0,0,8,0,0.0036389083275017,1,0,2.04,2.0,0
1,1,2,0,0,0,1,0,0.0002799160251924,0,0,1.68,2.0,0
1,0,0,0,0,0,6,0,0.158852344296711,1,0,39.77,2.0,1
1,0,2,0,0,0,0,1,0.001959412176347,0,0,0.24,0.0,0
1,2,0,0,0,1,0,0,0.0043386983904828,1,0,0.95,1.0,1
0,0,2,0,0,0,4,0,0.158852344296711,1,0,168.28,168.0,1
0,2,0,0,0,0,0,1,0.1577326801959412,0,0,0.57,1.0,0
1,1,3,0,0,0,2,0,0.0001399580125962,0,0,47.19,47.0,0
1,0,0,0,0,0,0,1,0.0005598320503848,0,0,0.76,1.0,0
1,1,0,0,0,0,2,1,0.0029391182645206,0,0,1.28,127.0,0
1,0,0,0,0,0,6,0,0.158852344296711,1,1,2.93,51.0,1
1,1,0,0,0,0,17,1,0.0006997900629811,0,0,0.24,0.0,0
1,1,3,0,0,0,20,0,0.0279916025192442,1,0,2.26,2.0,1
1,0,0,0,0,0,3,0,0.0009797060881735,1,1,301.97,302.0,1
1,2,3,0,0,0,1,0,0.158852344296711,1,0,13.95,14.0,1
1,2,2,0,0,0,2,0,0.006997900629811,0,0,0.01,13.0,0
1,2,0,0,0,0,2,1,0.1577326801959412,0,0,5.23,5.0,0
0,0,5,0,0,0,2,1,0.0002799160251924,0,0,14.09,14.0,0
1,0,0,0,0,0,5,0,0.0660601819454163,0,0,0.86,1.0,0
0,0,0,0,1,0,8,1,0.1577326801959412,1,1,1.28,867.0,1
1,1,3,0,0,0,0,1,0.1577326801959412,0,0,0.81,1.0,0
1,2,3,0,0,1,1,0,0.158852344296711,1,0,1.97,2.0,1
1,1,3,0,0,0,1,1,0.0001399580125962,0,0,0.6,1.0,0
1,0,0,0,0,0,1,0,0.158852344296711,0,0,4.92,5.0,0
1,0,0,0,0,0,2,0,0.0009797060881735,0,0,37.79,38.0,0
1,2,3,0,0,0,1,1,0.1577326801959412,1,0,1.69,0.0,1
1,0,0,0,0,0,1,0,0.0061581525542337,0,0,1.28,2.0,0
1,0,2,0,0,0,6,0,0.0279916025192442,0,0,0.86,0.0,0
1,0,0,0,0,0,2,0,0.0137158852344296,0,0,58.01,58.0,0
1,0,0,0,0,0,0,0,0.0279916025192442,0,0,0.23,0.0,0
1,0,0,0,1,0,17,1,0.1577326801959412,1,1,2.06,33.0,1
1,0,0,0,0,0,11,1,0.158852344296711,1,0,2.33,2.0,1
1,0,0,0,0,0,1,0,0.003219034289713,0,0,1.92,2.0,0
1,0,0,0,0,0,6,0,0.0051784464660601,1,0,0.99,0.0,1
1,2,0,1,0,1,1,0,0.158852344296711,1,1,1.9,2.0,1
1,1,2,0,0,0,1,0,0.158852344296711,0,0,0.81,1.0,0
1,1,3,0,0,0,0,0,0.0005598320503848,1,0,1.13,1.0,1
1,0,3,0,0,0,1,0,0.158852344296711,0,0,31.98,32.0,0
1,0,0,2,1,0,5,0,0.0009797060881735,1,1,203.22,64.0,1
0,1,0,0,0,0,0,0,0.0085374387683694,0,0,1.24,1.0,0
0,0,0,0,0,1,3,1,0.0134359692092372,0,0,1.02,1.0,0
1,2,2,1,2,0,3,1,0.1577326801959412,0,0,1.68,2.0,0
1,1,3,0,0,0,1,0,0.158852344296711,1,0,1.22,5.0,1
1,0,3,0,0,0,0,0,0.0012596221133659,0,0,2.34,26.0,0
0,1,0,0,0,0,5,0,0.158852344296711,0,0,1.12,1.0,0
1,0,0,0,0,0,16,0,0.0279916025192442,1,0,0.23,1.0,1
1,1,0,0,0,0,8,0,0.158852344296711,0,0,72.18,72.0,0
1,0,5,0,0,0,0,0,0.0076976906927921,1,0,2.14,12.0,1
0,0,0,0,0,0,5,1,0.0016794961511546,1,0,47.34,48.0,1
1,1,2,0,0,0,0,0,0.0018194541637508,0,0,0.92,1.0,0
1,0,0,0,0,0,1,0,0.158852344296711,0,0,6.95,7.0,0
1,2,0,0,0,0,1,1,0.158852344296711,0,0,1.28,2.0,0
1,0,0,0,0,0,3,1,0.001959412176347,1,0,0.59,0.0,1
1,0,0,1,0,1,13,1,0.001959412176347,1,0,0.91,21.0,1
1,1,0,0,0,0,2,1,0.0188943317004898,0,0,0.23,0.0,0
1,0,2,0,0,0,1,0,0.0001399580125962,0,0,14.95,15.0,0
1,1,2,0,0,0,5,1,0.1577326801959412,0,0,12.0,12.0,0
1,0,5,0,0,0,1,0,0.0009797060881735,0,0,0.68,1.0,0
1,1,2,0,0,0,2,0,0.0013995801259622,0,0,1.93,5.0,0
1,0,0,0,0,0,1,1,0.0054583624912526,1,0,1.23,18.0,1
1,0,0,0,0,0,0,1,0.1577326801959412,1,1,1.14,5.0,1
0,1,2,0,0,0,0,1,0.0188943317004898,0,0,0.89,1.0,0
0,2,0,0,0,0,0,1,0.1577326801959412,0,0,1.06,1.0,0
1,1,0,0,0,0,17,0,0.0660601819454163,1,0,25.97,210.0,1
1,0,0,0,0,0,1,0,0.0106368089573128,1,0,1.29,1.0,1
1,0,0,0,0,0,0,0,0.0138558432470258,0,0,2.32,2.0,0
0,0,2,0,0,0,0,1,0.001959412176347,0,0,1.14,1.0,0
1,0,2,0,0,0,2,1,0.1577326801959412,1,0,5.21,0.0,1
1,0,0,0,0,0,2,1,0.0054583624912526,0,0,1.67,2.0,0
1,0,0,0,0,0,4,1,0.1577326801959412,1,0,2.63,3.0,1
1,2,3,0,0,0,0,1,0.0011196641007697,0,0,0.69,2.0,0
0,0,0,0,0,0,0,0,0.0594821553533939,0,0,2.05,2.0,0
0,0,0,0,0,0,4,0,0.0134359692092372,1,0,0.93,77.0,1
0,1,2,0,0,0,30,1,0.158852344296711,1,0,3.73,4.0,1
1,1,0,0,0,0,4,0,0.0660601819454163,0,0,0.17,0.0,0
1,0,0,0,0,0,2,0,0.0043386983904828,1,0,1.01,6.0,0
0,0,2,0,0,0,0,0,0.0023792862141357,0,0,1.29,1.0,0
1,0,5,0,0,0,0,0,0.0137158852344296,0,0,2.26,2.0,0
1,1,2,0,0,0,0,0,0.0023792862141357,0,0,0.89,1.0,0
1,1,0,0,0,0,2,0,0.0134359692092372,0,0,0.65,1.0,0
1,1,0,0,0,0,19,0,0.0064380685794261,0,0,117.67,118.0,0
1,2,0,0,0,0,5,0,0.158852344296711,1,0,19.12,15.0,1
1,2,0,0,0,0,0,0,0.0594821553533939,1,1,1.05,1.0,1
1,0,0,0,0,0,0,0,0.0051784464660601,1,0,1.13,1.0,1
0,2,0,0,0,0,1,0,0.0061581525542337,1,0,14.17,14.0,0
1,0,0,0,0,0,2,0,0.004478656403079,0,0,20.92,21.0,0
0,1,2,0,0,0,4,0,0.158852344296711,0,0,3.72,4.0,0
1,1,2,0,0,0,1,0,0.0660601819454163,1,1,0.87,130.0,1
1,0,0,0,0,0,8,0,0.0660601819454163,1,0,1.72,124.0,1
1,0,2,0,0,0,3,0,0.0660601819454163,0,0,0.17,0.0,0
1,0,0,0,0,0,1,0,0.0061581525542337,0,0,1.62,2.0,0
1,1,0,0,0,0,10,0,0.0090972708187543,1,0,1.24,1.0,1
1,0,3,0,0,0,0,0,0.010776766969909,0,0,1.09,1.0,0
1,1,2,0,0,0,2,1,0.1577326801959412,0,0,0.32,0.0,0
1,0,2,0,0,0,1,1,0.1577326801959412,0,0,0.22,0.0,0
1,0,2,0,0,0,0,0,0.001959412176347,0,0,0.2,0.0,0
1,0,3,0,0,0,2,1,0.158852344296711,0,0,1.28,2.0,0
0,2,0,0,0,0,1,0,0.0594821553533939,1,0,1.05,0.0,1
1,1,3,0,0,0,0,1,0.0079776067179846,0,0,1.12,1.0,0
1,1,2,0,0,0,0,0,0.0660601819454163,0,0,0.24,0.0,0
1,1,0,0,0,0,1,0,0.008257522743177,1,1,19.35,66.0,1
1,1,2,0,0,0,2,0,0.158852344296711,0,0,12.79,13.0,0
1,0,2,0,0,0,6,1,0.1577326801959412,0,0,27.87,28.0,0
1,2,0,0,0,2,1,1,0.0079776067179846,1,1,0.56,1.0,1
1,0,3,0,0,0,0,1,0.001959412176347,0,0,1.29,1.0,0
1,0,0,0,0,0,0,0,0.0034989503149055,0,0,0.73,0.0,0
0,1,3,0,0,0,0,1,0.0079776067179846,0,0,0.19,0.0,0
1,0,0,0,0,1,9,0,0.158852344296711,1,1,799.79,800.0,1
0,0,3,0,0,0,1,1,0.1577326801959412,0,0,1.28,2.0,0
1,0,2,0,0,0,2,1,0.0011196641007697,0,0,12.21,7.0,0
1,0,0,0,0,0,1,1,0.0134359692092372,0,0,1.28,2.0,0
0,1,2,0,0,0,2,0,0.0005598320503848,1,0,41.31,5.0,1
1,2,2,0,0,0,0,1,0.1577326801959412,1,0,0.71,1.0,1
1,0,0,2,0,0,18,1,0.1577326801959412,0,0,1.08,1.0,0
0,0,2,0,0,0,5,0,0.0065780265920223,1,0,7.21,30.0,1
1,2,0,0,0,0,1,0,0.0012596221133659,1,1,0.96,1.0,1
0,2,0,0,0,0,0,0,0.0594821553533939,0,0,0.86,0.0,0
1,0,2,0,0,0,7,1,0.001959412176347,1,1,45.63,22.0,1
1,2,0,0,0,0,1,0,0.0009797060881735,0,0,58.35,58.0,0
0,1,2,0,0,0,1,1,0.008257522743177,0,0,26.8,27.0,0
1,1,0,0,0,0,3,0,0.0660601819454163,0,0,0.27,1.0,0
1,1,2,0,0,0,8,0,0.158852344296711,0,0,11.86,12.0,0
1,1,0,0,0,0,7,0,0.0090972708187543,0,0,0.75,1.0,0
1,0,2,0,0,0,3,0,0.0134359692092372,0,0,1.23,1.0,0
0,0,0,0,0,0,4,1,0.0058782365290412,1,1,0.98,1.0,1
0,2,2,0,0,0,2,0,0.158852344296711,0,0,2.18,41.0,0
1,2,3,0,0,0,0,0,0.0018194541637508,1,0,0.86,1.0,1
0,2,0,0,0,0,3,0,0.158852344296711,1,1,0.7,38.0,1
1,2,0,0,0,0,4,1,0.001959412176347,1,0,1.28,2.0,1
1,1,2,0,0,0,3,1,0.0058782365290412,1,0,2.04,1.0,1
1,0,2,0,0,2,4,1,0.0134359692092372,0,0,1.13,81.0,0
1,1,2,0,0,0,1,1,0.0016794961511546,0,0,1.95,2.0,0
0,0,3,0,0,0,10,0,0.0064380685794261,0,0,30.74,31.0,0
1,0,5,0,0,0,1,0,0.0117564730580825,0,0,266.05,266.0,0
0,2,2,0,0,0,0,1,0.004478656403079,0,0,0.97,0.0,0
0,0,2,0,0,0,1,0,0.003219034289713,0,0,2.03,2.0,0
1,0,0,0,0,0,0,1,0.0062981105668299,1,0,4.15,1.0,1
1,2,0,0,0,0,3,0,0.158852344296711,1,0,0.95,0.0,1
1,0,0,0,0,0,16,0,0.0279916025192442,1,0,0.88,5.0,1
0,1,2,0,0,0,0,1,0.1577326801959412,1,0,0.11,0.0,1
1,0,0,0,0,0,10,0,0.158852344296711,0,0,105.23,105.0,0
1,0,0,0,0,0,4,1,0.1577326801959412,1,1,1.74,2.0,1
1,2,0,0,0,0,0,0,0.0008397480755773,0,0,0.8,0.0,0
1,0,0,0,0,1,12,1,0.1577326801959412,1,0,2.19,20.0,1
1,0,2,0,0,0,0,1,0.0079776067179846,1,0,0.94,2.0,0
0,0,2,0,0,0,0,1,0.1577326801959412,0,0,0.25,0.0,0
1,0,2,0,0,0,1,0,0.008257522743177,0,0,229.67,230.0,0
1,0,0,0,0,0,9,0,0.0018194541637508,1,1,0.98,79.0,1
1,0,2,0,0,0,11,0,0.158852344296711,0,0,56.25,56.0,0
1,0,0,0,0,0,5,0,0.0279916025192442,1,0,1.61,2.0,1
1,0,0,0,1,0,11,0,0.0594821553533939,1,1,6.9,252.0,1
1,1,0,0,0,0,1,0,0.0134359692092372,1,0,0.25,0.0,1
1,1,2,0,0,0,1,0,0.158852344296711,1,1,51.01,51.0,1
0,0,3,0,0,0,0,0,0.0594821553533939,1,0,1.28,2.0,0
0,1,0,0,0,0,1,0,0.0078376487053883,0,0,0.73,1.0,0
1,0,2,0,0,0,7,1,0.0054583624912526,1,0,143.85,5.0,1
1,0,0,0,0,0,1,1,0.0134359692092372,1,0,0.89,0.0,1
1,1,0,0,0,0,5,0,0.158852344296711,0,0,1.0,1.0,0
1,1,2,0,0,0,1,0,0.001959412176347,0,0,1.28,2.0,0
0,1,2,0,0,0,6,1,0.0001399580125962,0,0,33.3,33.0,0
0,0,2,0,0,0,0,1,0.1577326801959412,0,0,1.28,2.0,0
1,0,2,0,0,0,0,1,0.1577326801959412,0,0,0.21,0.0,0
0,2,0,0,0,0,0,0,0.0004198740377886,0,0,1.0,1.0,0
0,0,0,0,0,0,14,0,0.0043386983904828,0,0,3.91,34.0,0
1,2,0,0,0,0,5,0,0.0078376487053883,1,0,116.9,117.0,1
1,2,5,0,0,0,0,1,0.0036389083275017,1,0,11.84,12.0,1
1,0,2,0,0,0,1,1,0.0134359692092372,1,0,0.22,107.0,1
1,0,2,0,0,0,3,1,0.0062981105668299,0,0,32.08,7.0,0
0,1,2,0,0,0,0,1,0.001959412176347,0,0,0.26,0.0,0
1,2,2,0,0,0,0,0,0.158852344296711,1,0,1.31,3.0,1
0,1,2,0,0,0,0,0,0.0594821553533939,0,0,13.32,13.0,0
1,0,2,0,0,0,0,1,0.1577326801959412,0,0,1.03,1.0,0
0,2,0,0,0,0,0,0,0.0594821553533939,0,0,0.8,1.0,0
0,1,2,0,0,0,1,0,0.158852344296711,1,1,4.05,11.0,1
1,0,2,0,0,0,0,1,0.0188943317004898,0,0,0.87,0.0,0
1,0,2,0,0,0,17,1,0.0090972708187543,1,1,47.26,47.0,1
1,0,2,0,0,0,4,0,0.0134359692092372,1,0,1.12,78.0,1
0,0,2,0,0,0,0,1,0.0001399580125962,0,0,0.24,0.0,0
1,2,0,0,1,0,1,1,0.0001399580125962,0,0,3.82,4.0,0
1,1,0,0,0,0,0,0,0.0001399580125962,0,0,1.47,1.0,0
1,2,0,0,0,0,2,0,0.0002799160251924,1,0,1.15,1.0,1
1,2,3,0,0,0,0,0,0.0117564730580825,1,0,0.9,42.0,1
1,0,3,0,1,0,4,0,0.158852344296711,1,0,1.28,2.0,0
1,2,2,0,1,0,1,1,0.1577326801959412,0,0,0.93,1.0,0
1,2,0,0,0,0,0,0,0.0117564730580825,1,0,1.82,3.0,1
0,2,0,1,2,2,3,0,0.0002799160251924,1,1,59.07,59.0,0
0,0,0,0,0,0,2,0,0.158852344296711,0,0,14.13,14.0,0
1,0,2,0,0,0,3,1,0.0079776067179846,0,0,0.17,0.0,0
1,2,3,0,0,0,0,0,0.0078376487053883,0,0,4.19,38.0,0
1,0,0,2,1,0,9,1,0.0012596221133659,1,0,0.99,1.0,0
1,2,0,0,0,0,0,0,0.010776766969909,0,0,4.01,4.0,0
1,2,3,0,0,0,2,0,0.010776766969909,1,0,192.3,1476.0,1
1,0,0,0,0,0,9,0,0.0100769769069279,1,0,1.18,1.0,1
1,0,4,0,0,0,7,0,0.0008397480755773,1,1,0.81,6.0,0
1,1,0,0,0,0,3,0,0.0660601819454163,0,0,1.06,1.0,0
0,2,3,0,0,0,0,0,0.0594821553533939,0,0,0.22,0.0,0
1,2,0,0,0,0,0,0,0.010776766969909,1,0,1.9,2.0,1
0,0,0,0,0,0,3,0,0.0137158852344296,1,1,3.08,23.0,1
1,0,0,0,0,0,4,0,0.158852344296711,1,1,190.72,191.0,1
1,1,0,0,0,0,4,1,0.005738278516445,0,0,2.06,2.0,0
0,2,0,0,0,0,0,1,0.1577326801959412,0,0,0.25,0.0,0
1,0,2,0,0,0,0,1,0.1577326801959412,0,0,0.88,1.0,0
1,0,0,0,0,1,4,0,0.0029391182645206,1,0,32.88,33.0,1
0,0,2,0,0,0,2,0,0.0020993701889433,1,0,43.16,43.0,1
1,0,5,0,0,0,1,1,0.1577326801959412,1,1,58.05,58.0,1
1,0,3,0,0,0,0,1,0.1577326801959412,0,0,0.74,1.0,0
1,0,4,0,0,0,0,1,0.0090972708187543,0,0,3.12,3.0,0
0,0,2,0,0,0,11,0,0.0660601819454163,1,0,34.87,2.0,1
0,0,0,0,0,0,6,0,0.158852344296711,1,0,3.91,4.0,1
1,2,5,0,0,0,5,0,0.0106368089573128,0,0,1.06,1.0,0
1,1,0,0,0,0,3,0,0.158852344296711,0,0,0.75,0.0,0
0,0,2,0,0,0,3,1,0.1577326801959412,0,0,0.76,1.0,0
1,0,2,0,0,0,2,0,0.0660601819454163,1,0,0.94,41.0,1
1,0,3,0,0,0,0,0,0.0138558432470258,0,0,1.14,1.0,0
1,1,2,0,0,0,2,1,0.0090972708187543,0,0,1.28,2.0,0
1,0,0,0,0,0,5,0,0.158852344296711,0,0,57.03,57.0,0
0,0,2,0,0,0,0,0,0.0660601819454163,0,0,1.13,1.0,0
1,2,0,0,0,0,0,1,0.1577326801959412,1,1,4.1,15.0,1
0,0,0,0,0,0,2,0,0.0594821553533939,0,0,2.34,2.0,0
1,2,1,0,0,0,0,0,0.0012596221133659,0,0,0.92,1.0,0
1,0,2,0,0,0,0,0,0.0001399580125962,0,0,77.9,78.0,0
0,1,2,0,0,0,12,0,0.0001399580125962,0,0,171.0,171.0,0
0,0,2,0,0,0,1,1,0.0188943317004898,0,0,1.17,1.0,0
1,0,3,0,0,0,0,1,0.1577326801959412,1,0,0.21,0.0,1
1,1,2,0,0,0,8,0,0.0011196641007697,1,0,3.98,4.0,1
0,0,0,0,0,0,1,0,0.0100769769069279,0,0,0.61,1.0,0
1,2,0,0,0,0,1,0,0.158852344296711,0,0,83.34,83.0,0
1,0,0,0,0,0,0,1,0.0013995801259622,0,0,0.9,29.0,0
1,0,2,0,0,0,0,0,0.0001399580125962,1,0,8.9,13.0,1
1,0,0,0,0,0,5,0,0.158852344296711,1,0,51.31,66.0,1
1,0,0,0,0,0,4,0,0.158852344296711,1,1,414.03,259.0,1
1,0,0,0,0,0,7,0,0.0085374387683694,1,1,1.88,2.0,1
1,0,2,0,0,0,0,0,0.0061581525542337,0,0,158.06,158.0,0
1,0,0,0,0,0,3,0,0.0009797060881735,0,0,1.03,1.0,0
1,2,2,0,0,0,1,0,0.0076976906927921,0,0,0.98,1.0,0
0,0,0,0,0,0,0,1,0.1577326801959412,1,1,1.13,72.0,0
1,2,2,0,0,0,1,0,0.0106368089573128,1,0,1.28,67.0,1
1,0,0,0,0,0,1,0,0.0660601819454163,1,0,31.13,68.0,1
1,0,0,0,0,0,0,1,0.0030790762771168,1,0,0.95,20.0,1
1,0,0,0,0,1,3,0,0.0660601819454163,1,0,0.75,1.0,1
1,0,0,0,0,0,1,1,0.158852344296711,0,0,8.02,8.0,0
1,0,2,0,0,0,0,0,0.0034989503149055,0,0,24.92,25.0,0
1,0,3,0,0,0,0,1,0.1577326801959412,0,0,6.05,6.0,0
1,2,0,0,0,0,0,1,0.1577326801959412,0,0,0.92,1.0,0
1,1,2,0,0,0,0,1,0.0103568929321203,0,0,0.88,1.0,0
1,2,0,0,0,0,0,0,0.0051784464660601,0,0,0.87,0.0,0
0,0,0,0,0,0,2,0,0.0076976906927921,1,0,0.59,23.0,1
1,0,0,0,0,0,0,1,0.1577326801959412,0,0,0.97,1.0,0
0,0,2,0,0,0,1,0,0.0001399580125962,0,0,41.83,42.0,0
0,0,2,0,0,0,1,1,0.1577326801959412,0,0,1.28,1.0,0
1,0,2,0,0,0,2,1,0.0001399580125962,1,0,36.34,10.0,1
0,1,2,0,0,0,3,1,0.1577326801959412,0,0,44.41,44.0,0
1,2,0,0,0,0,2,1,0.158852344296711,1,0,0.85,1.0,1
1,2,0,0,0,0,0,0,0.0138558432470258,0,0,0.75,1.0,0
1,2,5,0,8,1,8,0,0.0279916025192442,1,1,1.05,0.0,1
0,0,0,0,0,0,0,1,0.1577326801959412,1,1,2.12,2.0,1
1,2,0,1,1,0,8,0,0.158852344296711,1,1,47.0,12.0,1
1,0,3,0,0,0,0,1,0.0002799160251924,0,0,0.28,0.0,0
1,0,5,0,0,0,1,0,0.0138558432470258,0,0,5.92,6.0,0
1,1,0,0,0,0,12,0,0.0279916025192442,0,0,1.1,2.0,0
1,0,0,0,0,0,6,1,0.1577326801959412,0,0,0.9,18.0,0
1,0,0,0,0,0,2,1,0.1577326801959412,1,0,23.91,1.0,1
1,2,2,0,0,0,4,1,0.1577326801959412,0,0,0.93,5.0,0
1,0,0,0,0,0,0,1,0.1577326801959412,1,0,2.09,2.0,1
1,0,0,1,1,1,4,0,0.0001399580125962,1,1,355.18,355.0,1
1,2,2,1,0,1,1,0,0.0023792862141357,1,0,36.82,2.0,1
1,0,3,0,0,0,0,1,0.1577326801959412,0,0,0.99,1.0,0
1,0,2,0,0,0,10,0,0.158852344296711,1,1,108.85,109.0,1
0,0,2,0,0,0,0,0,0.0660601819454163,1,0,0.89,44.0,1
1,0,0,0,0,0,1,0,0.0134359692092372,0,0,0.75,0.0,0
1,0,5,0,0,0,0,0,0.0008397480755773,0,0,2.19,10.0,0
1,0,2,0,0,0,3,1,0.1577326801959412,0,0,0.66,1.0,0
1,2,0,0,0,0,1,0,0.158852344296711,1,0,0.9,1.0,1
1,2,2,0,0,0,0,1,0.1577326801959412,1,0,0.88,0.0,1
1,1,2,0,0,0,0,1,0.1577326801959412,0,0,1.23,1.0,0
1,1,2,0,0,0,3,0,0.0138558432470258,1,0,1.12,1.0,1
1,2,0,0,0,0,0,0,0.0594821553533939,0,0,0.76,1.0,0
1,2,0,0,0,0,0,0,0.0137158852344296,0,0,35.07,31.0,0
1,0,0,0,0,0,4,0,0.0065780265920223,1,0,353.96,354.0,1
0,1,2,0,0,0,1,0,0.0004198740377886,0,0,76.02,76.0,0
1,1,2,0,0,0,2,0,0.0076976906927921,0,0,4.83,5.0,0
0,0,2,0,0,0,0,0,0.0023792862141357,1,0,0.9,1.0,1
0,0,0,0,0,0,22,0,0.0660601819454163,1,0,1.76,24.0,1
1,0,2,0,0,0,9,1,0.0054583624912526,1,0,7.03,30.0,1
1,2,0,0,0,0,0,0,0.0117564730580825,1,1,209.17,137.0,1
1,0,5,0,0,0,0,1,0.1577326801959412,0,0,0.68,1.0,0
0,1,2,0,0,0,5,1,0.001959412176347,0,0,0.19,0.0,0
1,0,0,0,0,0,4,0,0.158852344296711,1,0,0.93,6.0,1
1,2,3,0,0,0,4,0,0.006997900629811,0,0,27.29,7.0,0
1,0,3,0,0,0,0,1,0.0054583624912526,1,0,3.13,7.0,1
0,1,2,0,0,0,1,1,0.1577326801959412,0,0,0.99,1.0,0
1,0,2,0,0,0,0,1,0.0106368089573128,0,0,2.01,2.0,0
0,0,2,0,0,0,1,1,0.0188943317004898,0,0,4.88,0.0,0
1,2,2,0,0,0,0,0,0.0004198740377886,1,0,0.99,6.0,1
1,0,0,0,0,0,0,1,0.0103568929321203,0,0,0.22,0.0,0
1,0,2,0,0,0,2,1,0.1577326801959412,0,0,1.19,1.0,0
1,2,0,0,0,0,0,0,0.0043386983904828,1,0,182.1,182.0,1
1,0,0,0,0,0,0,0,0.0100769769069279,0,0,0.84,0.0,0
1,1,2,0,0,0,4,0,0.0660601819454163,0,0,0.99,1.0,0
1,1,3,0,0,0,1,0,0.158852344296711,0,0,183.97,184.0,0
1,2,0,0,0,0,1,0,0.0100769769069279,0,0,1.28,1.0,0
1,2,0,0,0,0,0,1,0.0002799160251924,0,0,0.02,0.0,0
1,0,5,0,0,0,1,0,0.0085374387683694,1,0,2.26,1.0,1
1,0,2,0,0,0,1,1,0.1577326801959412,1,0,0.65,1.0,1
1,1,3,0,0,0,1,0,0.0061581525542337,0,0,18.05,18.0,0
1,0,3,0,0,0,1,1,0.1577326801959412,1,0,0.97,1.0,1
1,0,2,0,0,0,0,1,0.1577326801959412,0,0,0.89,1.0,0
1,0,2,0,0,0,2,0,0.158852344296711,1,0,1.05,1.0,1
0,0,0,0,0,0,5,0,0.0053184044786564,1,1,6.84,7.0,1
1,2,3,0,0,0,0,0,0.0660601819454163,0,0,1.62,2.0,0
0,0,0,0,0,0,1,0,0.158852344296711,0,0,0.65,1360.0,0
1,0,5,0,0,0,0,0,0.0138558432470258,0,0,5.91,6.0,0
1,0,0,0,0,0,2,0,0.158852344296711,0,0,2.19,11.0,0
1,1,2,0,0,0,0,1,0.1577326801959412,0,0,2.96,3.0,0
1,0,0,0,0,0,1,0,0.0594821553533939,0,0,0.91,4.0,0
1,0,1,0,0,0,2,0,0.0085374387683694,0,0,8.28,8.0,0
1,2,2,0,0,0,6,0,0.0023792862141357,1,0,0.63,1.0,1
1,0,0,0,0,0,1,0,0.0106368089573128,0,0,36.17,36.0,0
1,1,1,0,0,0,0,1,0.1577326801959412,0,0,0.65,1.0,0
1,0,0,0,0,0,0,0,0.0134359692092372,0,0,0.82,1.0,0
0,2,0,0,0,0,0,0,0.0078376487053883,1,0,11.96,12.0,1
1,1,2,0,0,0,2,1,0.0062981105668299,0,0,4.11,4.0,0
1,1,2,0,0,0,4,1,0.0015395381385584,0,0,3.19,3.0,0
1,1,0,0,0,0,7,0,0.0134359692092372,1,0,1.2,1.0,1
1,0,0,0,0,0,5,0,0.0064380685794261,1,0,26.06,25.0,1
1,0,2,0,0,0,0,0,0.0001399580125962,1,0,1.85,8.0,1
1,0,2,0,0,0,7,1,0.1577326801959412,1,1,1.28,26.0,1
1,1,2,0,0,0,7,0,0.010776766969909,1,1,14.95,240.0,1
1,0,0,0,0,0,0,1,0.1577326801959412,0,0,0.11,0.0,0
1,1,2,0,0,0,12,1,0.0134359692092372,0,0,21.66,3.0,0
1,2,0,0,0,0,0,0,0.0023792862141357,1,0,0.83,51.0,1
1,0,0,0,0,0,4,1,0.0079776067179846,1,0,1.19,2.0,1
1,0,0,0,0,0,0,1,0.1577326801959412,0,0,1.26,1.0,0
1,0,2,0,0,0,0,1,0.0002799160251924,0,0,0.21,0.0,0
